Age,Gender,Race,Precinct,Total Voters: 2020
50 to 64,Male,Asian,Rochester W2 P9,1
50 to 64,Male,Asian,Rochester W4 P11,2
50 to 64,Male,Asian,Rochester W4 P12,1
50 to 64,Male,Asian,Rochester Twp P-1,1
50 to 64,Male,Asian,Rochester W1 P1,2
50 to 64,Male,Asian,Rochester W1 P10,1
50 to 64,Male,Asian,Rochester W1 P11,2
50 to 64,Male,Asian,Rochester W1 P13,1
50 to 64,Male,Asian,Rochester W1 P2,1
50 to 64,Male,Asian,Rochester W1 P4,1
50 to 64,Male,Asian,Rochester W1 P7,1
50 to 64,Male,Asian,Rochester W2 P1,3
50 to 64,Male,Asian,Rochester W2 P11,1
50 to 64,Male,Asian,Rochester W2 P4,1
50 to 64,Male,Asian,Rochester W2 P5,2
50 to 64,Male,Asian,Rochester W2 P6,2
50 to 64,Male,Asian,Rochester W2 P9,3
50 to 64,Male,Asian,Rochester W4 P10,1
50 to 64,Male,Asian,Rochester W4 P12,2
50 to 64,Male,Asian,Rochester W4 P9,2
50 to 64,Male,Asian,Stewartville,1
50 to 64,Male,Asian,Byron,1
50 to 64,Male,Asian,Rochester Twp P-1,4
50 to 64,Male,Asian,Rochester W1 P11,1
50 to 64,Male,Asian,Rochester W1 P12,1
50 to 64,Male,Asian,Rochester W1 P13,2
50 to 64,Male,Asian,Rochester W1 P2,3
50 to 64,Male,Asian,Rochester W1 P5,1
50 to 64,Male,Asian,Rochester W1 P6,2
50 to 64,Male,Asian,Rochester W1 P7,2
50 to 64,Male,Asian,Rochester W2 P1,1
50 to 64,Male,Asian,Rochester W2 P10,2
50 to 64,Male,Asian,Rochester W2 P11,1
50 to 64,Male,Asian,Rochester W2 P2,1
50 to 64,Male,Asian,Rochester W2 P4,1
50 to 64,Male,Asian,Rochester W2 P5,2
50 to 64,Male,Black,Rochester Twp P-1,1
50 to 64,Male,Black,Rochester W1 P10,1
50 to 64,Male,Black,Rochester W1 P11,1
50 to 64,Male,Black,Rochester W1 P13,2
50 to 64,Male,Black,Rochester W1 P7,2
50 to 64,Male,Black,Rochester W1 P8,1
50 to 64,Male,Black,Rochester W2 P1,1
50 to 64,Male,Black,Rochester W2 P6,1
50 to 64,Male,Black,Rochester W2 P9,1
50 to 64,Male,Black,Rochester W4 P10,1
50 to 64,Male,Black,Rochester W4 P11,1
50 to 64,Male,Black,Rochester W4 P9,4
50 to 64,Male,Black,Rochester W5 P14,1
50 to 64,Male,Black,Byron,1
50 to 64,Male,Black,Kalmar Twp.,1
50 to 64,Male,Black,Rochester W1 P10,1
50 to 64,Male,Black,Rochester W1 P11,1
50 to 64,Male,Black,Rochester W1 P12,1
50 to 64,Male,Black,Rochester W1 P13,1
50 to 64,Male,Black,Rochester W1 P6,1
50 to 64,Male,Black,Rochester W1 P7,1
50 to 64,Male,Black,Rochester W2 P1,2
50 to 64,Male,Black,Rochester W2 P10,1
50 to 64,Male,Black,Rochester W2 P2,2
50 to 64,Male,Black,Rochester W2 P3,1
50 to 64,Male,Black,Rochester W2 P6,1
50 to 64,Male,Black,Rochester W4 P10,3
50 to 64,Male,Black,Rochester W4 P11,3
50 to 64,Male,Black,Rochester W4 P12,1
50 to 64,Male,Black,Rochester W4 P8,3
50 to 64,Male,Black,Rochester W4 P9,7
50 to 64,Male,Black,Rock Dell Twp.,1
50 to 64,Male,Black,Stewartville,2
50 to 64,Male,Black,Rochester W1 P4,1
50 to 64,Male,Black,Rochester W1 P8,1
50 to 64,Male,Black,Rochester W2 P1,2
50 to 64,Male,Black,Rochester W2 P2,1
50 to 64,Male,Black,Rochester W4 P10,3
50 to 64,Male,Black,Rochester W4 P11,1
50 to 64,Male,Black,Rochester W4 P9,3
50 to 64,Male,Hispanic,Byron,1
50 to 64,Male,Hispanic,Rochester W1 P7,1
50 to 64,Male,Hispanic,Rochester W1 P9,1
50 to 64,Male,Hispanic,Rochester W2 P11,1
50 to 64,Male,Hispanic,Rochester W4 P10,1
50 to 64,Male,Hispanic,Byron,1
50 to 64,Male,Hispanic,Dodge Center P-1,1
50 to 64,Male,Hispanic,Kasson P-2,1
50 to 64,Male,Hispanic,Kasson P-3,1
50 to 64,Male,Hispanic,Mantorville Twp.,1
50 to 64,Male,Hispanic,Rochester W1 P1,1
50 to 64,Male,Hispanic,Rochester W1 P10,1
50 to 64,Male,Hispanic,Rochester W1 P11,1
50 to 64,Male,Hispanic,Rochester W1 P12,2
50 to 64,Male,Hispanic,Rochester W1 P4,1
50 to 64,Male,Hispanic,Rochester W1 P6,2
50 to 64,Male,Hispanic,Rochester W1 P7,3
50 to 64,Male,Hispanic,Rochester W1 P8,1
50 to 64,Male,Hispanic,Rochester W2 P1,1
50 to 64,Male,Hispanic,Rochester W2 P10,1
50 to 64,Male,Hispanic,Rochester W2 P2,1
50 to 64,Male,Hispanic,Rochester W4 P10,1
50 to 64,Male,Hispanic,Rochester W4 P12,2
50 to 64,Male,Hispanic,Rochester W4 P8,1
50 to 64,Male,Hispanic,Stewartville,2
50 to 64,Male,Hispanic,Byron,1
50 to 64,Male,Hispanic,Claremont,2
50 to 64,Male,Hispanic,Dodge Center P-1,5
50 to 64,Male,Hispanic,Dodge Center P-2,1
50 to 64,Male,Hispanic,Kasson P-2,1
50 to 64,Male,Hispanic,Kasson P-3,2
50 to 64,Male,Hispanic,Rochester Twp P-1,1
50 to 64,Male,Hispanic,Rochester W1 P11,1
50 to 64,Male,Hispanic,Rochester W1 P5,1
50 to 64,Male,Hispanic,Rochester W1 P6,1
50 to 64,Male,Hispanic,Rochester W1 P7,2
50 to 64,Male,Hispanic,Rochester W2 P1,1
50 to 64,Male,Hispanic,Rochester W2 P10,1
50 to 64,Male,Hispanic,Rochester W2 P2,2
50 to 64,Male,Hispanic,Rochester W2 P4,2
50 to 64,Male,Hispanic,Rochester W2 P5,1
50 to 64,Male,Hispanic,Rochester W2 P6,1
50 to 64,Male,Hispanic,Rochester W2 P9,1
50 to 64,Male,Hispanic,Rochester W4 P10,1
50 to 64,Male,Hispanic,Rochester W4 P11,1
50 to 64,Male,Hispanic,Rochester W4 P12,1
50 to 64,Male,Hispanic,Rochester W4 P13,1
50 to 64,Male,Hispanic,Rochester W4 P9,1
50 to 64,Male,Hispanic,West Concord,1
50 to 64,Male,White,Ashland Twp.,22
50 to 64,Male,White,Byron,396
50 to 64,Male,White,Canisteo Twp.,63
50 to 64,Male,White,Cascade Twp. P-3,32
50 to 64,Male,White,Claremont,26
50 to 64,Male,White,Claremont Twp.,32
50 to 64,Male,White,Concord Twp.,42
50 to 64,Male,White,Dodge Center P-1,114
50 to 64,Male,White,Dodge Center P-2,25
50 to 64,Male,White,Ellington Twp.,26
50 to 64,Male,White,Hayfield,61
50 to 64,Male,White,Hayfield Twp.,36
50 to 64,Male,White,High Forest Twp.,106
50 to 64,Male,White,Kalmar Twp.,106
50 to 64,Male,White,Kasson P-1,47
50 to 64,Male,White,Kasson P-2,281
50 to 64,Male,White,Kasson P-3,44
50 to 64,Male,White,Mantorville,108
50 to 64,Male,White,Mantorville Twp.,197
50 to 64,Male,White,Milton Twp.,62
50 to 64,Male,White,Ripley Twp.,19
50 to 64,Male,White,Rochester Twp P-1,144
50 to 64,Male,White,Rochester Twp P-2,23
50 to 64,Male,White,Rochester Twp P-3,7
50 to 64,Male,White,Rochester W1 P1,91
50 to 64,Male,White,Rochester W1 P10,58
50 to 64,Male,White,Rochester W1 P11,111
50 to 64,Male,White,Rochester W1 P12,103
50 to 64,Male,White,Rochester W1 P13,134
50 to 64,Male,White,Rochester W1 P14,40
50 to 64,Male,White,Rochester W1 P2,90
50 to 64,Male,White,Rochester W1 P4,90
50 to 64,Male,White,Rochester W1 P5,27
50 to 64,Male,White,Rochester W1 P6,112
50 to 64,Male,White,Rochester W1 P7,124
50 to 64,Male,White,Rochester W1 P8,136
50 to 64,Male,White,Rochester W1 P9,57
50 to 64,Male,White,Rochester W2 P1,118
50 to 64,Male,White,Rochester W2 P10,118
50 to 64,Male,White,Rochester W2 P11,130
50 to 64,Male,White,Rochester W2 P2,68
50 to 64,Male,White,Rochester W2 P3,86
50 to 64,Male,White,Rochester W2 P4,93
50 to 64,Male,White,Rochester W2 P5,70
50 to 64,Male,White,Rochester W2 P6,22
50 to 64,Male,White,Rochester W2 P9,81
50 to 64,Male,White,Rochester W4 P10,37
50 to 64,Male,White,Rochester W4 P11,50
50 to 64,Male,White,Rochester W4 P12,83
50 to 64,Male,White,Rochester W4 P13,49
50 to 64,Male,White,Rochester W4 P8,51
50 to 64,Male,White,Rochester W4 P9,20
50 to 64,Male,White,Rochester W5 P14,44
50 to 64,Male,White,Rock Dell Twp.,54
50 to 64,Male,White,Salem Twp.,91
50 to 64,Male,White,Stewartville,360
50 to 64,Male,White,Vernon Twp.,66
50 to 64,Male,White,Wasioja Twp.,79
50 to 64,Male,White,West Concord,39
50 to 64,Male,White,Westfield Twp.,42
50 to 64,Male,White,Ashland Twp.,2
50 to 64,Male,White,Byron,30
50 to 64,Male,White,Canisteo Twp.,4
50 to 64,Male,White,Cascade Twp. P-3,1
50 to 64,Male,White,Claremont,6
50 to 64,Male,White,Claremont Twp.,3
50 to 64,Male,White,Concord Twp.,7
50 to 64,Male,White,Dodge Center P-1,14
50 to 64,Male,White,Dodge Center P-2,4
50 to 64,Male,White,Ellington Twp.,1
50 to 64,Male,White,Hayfield,2
50 to 64,Male,White,Hayfield Twp.,1
50 to 64,Male,White,High Forest Twp.,6
50 to 64,Male,White,Kalmar Twp.,6
50 to 64,Male,White,Kasson P-1,4
50 to 64,Male,White,Kasson P-2,23
50 to 64,Male,White,Kasson P-3,10
50 to 64,Male,White,Mantorville,15
50 to 64,Male,White,Mantorville Twp.,5
50 to 64,Male,White,Milton Twp.,1
50 to 64,Male,White,Ripley Twp.,2
50 to 64,Male,White,Rochester Twp P-1,6
50 to 64,Male,White,Rochester Twp P-2,4
50 to 64,Male,White,Rochester W1 P1,6
50 to 64,Male,White,Rochester W1 P10,5
50 to 64,Male,White,Rochester W1 P11,6
50 to 64,Male,White,Rochester W1 P12,6
50 to 64,Male,White,Rochester W1 P13,5
50 to 64,Male,White,Rochester W1 P14,4
50 to 64,Male,White,Rochester W1 P2,3
50 to 64,Male,White,Rochester W1 P4,11
50 to 64,Male,White,Rochester W1 P5,2
50 to 64,Male,White,Rochester W1 P6,3
50 to 64,Male,White,Rochester W1 P7,12
50 to 64,Male,White,Rochester W1 P8,7
50 to 64,Male,White,Rochester W1 P9,5
50 to 64,Male,White,Rochester W2 P1,5
50 to 64,Male,White,Rochester W2 P10,6
50 to 64,Male,White,Rochester W2 P11,8
50 to 64,Male,White,Rochester W2 P2,8
50 to 64,Male,White,Rochester W2 P3,6
50 to 64,Male,White,Rochester W2 P4,4
50 to 64,Male,White,Rochester W2 P5,5
50 to 64,Male,White,Rochester W2 P6,3
50 to 64,Male,White,Rochester W2 P9,2
50 to 64,Male,White,Rochester W4 P10,10
50 to 64,Male,White,Rochester W4 P11,3
50 to 64,Male,White,Rochester W4 P12,9
50 to 64,Male,White,Rochester W4 P13,5
50 to 64,Male,White,Rochester W4 P8,9
50 to 64,Male,White,Rochester W4 P9,4
50 to 64,Male,White,Rochester W5 P14,1
50 to 64,Male,White,Rock Dell Twp.,5
50 to 64,Male,White,Salem Twp.,11
50 to 64,Male,White,Stewartville,16
50 to 64,Male,White,Vernon Twp.,2
50 to 64,Male,White,Wasioja Twp.,7
50 to 64,Male,White,West Concord,4
50 to 64,Male,White,Westfield Twp.,5
50 to 64,Male,White,Byron,4
50 to 64,Male,White,Canisteo Twp.,2
50 to 64,Male,White,Claremont Twp.,2
50 to 64,Male,White,Concord Twp.,1
50 to 64,Male,White,Dodge Center P-1,4
50 to 64,Male,White,High Forest Twp.,2
50 to 64,Male,White,Kasson P-2,1
50 to 64,Male,White,Kasson P-3,2
50 to 64,Male,White,Mantorville,1
50 to 64,Male,White,Mantorville Twp.,5
50 to 64,Male,White,Milton Twp.,2
50 to 64,Male,White,Rochester Twp P-1,3
50 to 64,Male,White,Rochester Twp P-2,1
50 to 64,Male,White,Rochester W1 P1,2
50 to 64,Male,White,Rochester W1 P10,1
50 to 64,Male,White,Rochester W1 P11,5
50 to 64,Male,White,Rochester W1 P12,4
50 to 64,Male,White,Rochester W1 P13,4
50 to 64,Male,White,Rochester W1 P2,1
50 to 64,Male,White,Rochester W1 P4,2
50 to 64,Male,White,Rochester W1 P5,3
50 to 64,Male,White,Rochester W1 P6,3
50 to 64,Male,White,Rochester W1 P7,5
50 to 64,Male,White,Rochester W1 P8,2
50 to 64,Male,White,Rochester W1 P9,2
50 to 64,Male,White,Rochester W2 P1,6
50 to 64,Male,White,Rochester W2 P10,3
50 to 64,Male,White,Rochester W2 P11,5
50 to 64,Male,White,Rochester W2 P2,3
50 to 64,Male,White,Rochester W2 P4,3
50 to 64,Male,White,Rochester W2 P5,2
50 to 64,Male,White,Rochester W2 P6,1
50 to 64,Male,White,Rochester W2 P9,2
50 to 64,Male,White,Rochester W4 P11,4
50 to 64,Male,White,Rochester W4 P12,1
50 to 64,Male,White,Rochester W4 P13,1
50 to 64,Male,White,Rochester W4 P8,8
50 to 64,Male,White,Rochester W4 P9,2
50 to 64,Male,White,Rochester W5 P14,1
50 to 64,Male,White,Rock Dell Twp.,1
50 to 64,Male,White,Stewartville,7
50 to 64,Male,White,Vernon Twp.,1
50 to 64,Male,White,Wasioja Twp.,2
50 to 64,Male,White,West Concord,1
50 to 64,Female,Asian,Dodge Center P-2,1
50 to 64,Female,Asian,Mantorville Twp.,1
50 to 64,Female,Asian,Rochester Twp P-1,9
50 to 64,Female,Asian,Rochester W1 P1,2
50 to 64,Female,Asian,Rochester W1 P10,1
50 to 64,Female,Asian,Rochester W1 P11,2
50 to 64,Female,Asian,Rochester W1 P12,1
50 to 64,Female,Asian,Rochester W1 P13,10
50 to 64,Female,Asian,Rochester W1 P14,1
50 to 64,Female,Asian,Rochester W1 P2,7
50 to 64,Female,Asian,Rochester W1 P5,1
50 to 64,Female,Asian,Rochester W1 P6,4
50 to 64,Female,Asian,Rochester W1 P7,9
50 to 64,Female,Asian,Rochester W1 P8,1
50 to 64,Female,Asian,Rochester W2 P1,2
50 to 64,Female,Asian,Rochester W2 P10,10
50 to 64,Female,Asian,Rochester W2 P11,2
50 to 64,Female,Asian,Rochester W2 P3,5
50 to 64,Female,Asian,Rochester W4 P10,1
50 to 64,Female,Asian,Byron,1
50 to 64,Female,Asian,Kalmar Twp.,1
50 to 64,Female,Asian,Kasson P-3,1
50 to 64,Female,Asian,Milton Twp.,1
50 to 64,Female,Asian,Rochester Twp P-1,3
50 to 64,Female,Asian,Rochester W1 P13,1
50 to 64,Female,Asian,Rochester W1 P14,1
50 to 64,Female,Asian,Rochester W1 P2,1
50 to 64,Female,Asian,Rochester W1 P4,2
50 to 64,Female,Asian,Rochester W1 P8,1
50 to 64,Female,Asian,Rochester W2 P1,8
50 to 64,Female,Asian,Rochester W2 P10,3
50 to 64,Female,Asian,Rochester W2 P11,2
50 to 64,Female,Asian,Rochester W2 P2,1
50 to 64,Female,Asian,Rochester W2 P3,2
50 to 64,Female,Asian,Rochester W2 P4,1
50 to 64,Female,Asian,Rochester W2 P5,2
50 to 64,Female,Asian,Rochester W2 P9,1
50 to 64,Female,Asian,Rochester W4 P11,1
50 to 64,Female,Asian,Rochester W4 P12,1
50 to 64,Female,Asian,Hayfield,1
50 to 64,Female,Asian,Rochester Twp P-1,2
50 to 64,Female,Asian,Rochester W1 P1,1
50 to 64,Female,Asian,Rochester W1 P4,1
50 to 64,Female,Asian,Rochester W1 P7,1
50 to 64,Female,Asian,Rochester W2 P1,1
50 to 64,Female,Asian,Rochester W2 P10,1
50 to 64,Female,Asian,Rochester W2 P3,1
50 to 64,Female,Asian,Rochester W4 P10,1
50 to 64,Female,Asian,Rochester W4 P8,1
50 to 64,Female,Asian,Rochester W4 P9,1
50 to 64,Female,Asian,Rochester W5 P14,1
50 to 64,Female,Asian,Stewartville,1
50 to 64,Female,Black,Kalmar Twp.,1
50 to 64,Female,Black,Rochester Twp P-1,2
50 to 64,Female,Black,Rochester W1 P10,1
50 to 64,Female,Black,Rochester W1 P13,1
50 to 64,Female,Black,Rochester W1 P4,1
50 to 64,Female,Black,Rochester W2 P1,2
50 to 64,Female,Black,Rochester W2 P2,2
50 to 64,Female,Black,Rochester W2 P5,1
50 to 64,Female,Black,Rochester W4 P10,5
50 to 64,Female,Black,Rochester W4 P11,1
50 to 64,Female,Black,Rochester W4 P8,1
50 to 64,Female,Black,Rochester W4 P9,5
50 to 64,Female,Black,Claremont,1
50 to 64,Female,Black,Dodge Center P-2,1
50 to 64,Female,Black,Rochester Twp P-1,1
50 to 64,Female,Black,Rochester W1 P1,1
50 to 64,Female,Black,Rochester W1 P11,1
50 to 64,Female,Black,Rochester W1 P13,1
50 to 64,Female,Black,Rochester W1 P2,1
50 to 64,Female,Black,Rochester W1 P4,1
50 to 64,Female,Black,Rochester W1 P6,1
50 to 64,Female,Black,Rochester W1 P7,1
50 to 64,Female,Black,Rochester W2 P1,4
50 to 64,Female,Black,Rochester W2 P11,2
50 to 64,Female,Black,Rochester W2 P2,1
50 to 64,Female,Black,Rochester W2 P3,2
50 to 64,Female,Black,Rochester W4 P11,6
50 to 64,Female,Black,Rochester W4 P12,3
50 to 64,Female,Black,Rochester W4 P8,1
50 to 64,Female,Black,Rochester W4 P9,3
50 to 64,Female,Black,Rochester Twp P-1,1
50 to 64,Female,Black,Rochester W1 P12,1
50 to 64,Female,Black,Rochester W1 P13,1
50 to 64,Female,Black,Rochester W1 P5,1
50 to 64,Female,Black,Rochester W1 P7,2
50 to 64,Female,Black,Rochester W2 P1,3
50 to 64,Female,Black,Rochester W2 P5,1
50 to 64,Female,Black,Rochester W2 P6,1
50 to 64,Female,Black,Rochester W4 P10,3
50 to 64,Female,Black,Rochester W4 P11,2
50 to 64,Female,Black,Rochester W4 P8,2
50 to 64,Female,Black,Rochester W4 P9,2
50 to 64,Female,Hispanic,Dodge Center P-1,1
50 to 64,Female,Hispanic,Dodge Center P-2,1
50 to 64,Female,Hispanic,Rochester W4 P9,2
50 to 64,Female,Hispanic,Ashland Twp.,1
50 to 64,Female,Hispanic,Byron,2
50 to 64,Female,Hispanic,Dodge Center P-1,1
50 to 64,Female,Hispanic,Dodge Center P-2,1
50 to 64,Female,Hispanic,Hayfield,1
50 to 64,Female,Hispanic,Kasson P-3,1
50 to 64,Female,Hispanic,Ripley Twp.,1
50 to 64,Female,Hispanic,Rochester Twp P-1,2
50 to 64,Female,Hispanic,Rochester W1 P1,1
50 to 64,Female,Hispanic,Rochester W1 P11,1
50 to 64,Female,Hispanic,Rochester W1 P12,3
50 to 64,Female,Hispanic,Rochester W1 P2,1
50 to 64,Female,Hispanic,Rochester W1 P4,2
50 to 64,Female,Hispanic,Rochester W1 P6,1
50 to 64,Female,Hispanic,Rochester W1 P7,1
50 to 64,Female,Hispanic,Rochester W1 P8,2
50 to 64,Female,Hispanic,Rochester W1 P9,2
50 to 64,Female,Hispanic,Rochester W2 P10,1
50 to 64,Female,Hispanic,Rochester W2 P11,1
50 to 64,Female,Hispanic,Rochester W2 P3,2
50 to 64,Female,Hispanic,Rochester W2 P4,2
50 to 64,Female,Hispanic,Rochester W2 P9,1
50 to 64,Female,Hispanic,Rochester W4 P10,2
50 to 64,Female,Hispanic,Rochester W4 P11,1
50 to 64,Female,Hispanic,Rochester W4 P13,1
50 to 64,Female,Hispanic,Rochester W4 P9,2
50 to 64,Female,Hispanic,Stewartville,1
50 to 64,Female,Hispanic,West Concord,1
50 to 64,Female,Hispanic,Claremont,1
50 to 64,Female,Hispanic,Dodge Center P-1,1
50 to 64,Female,Hispanic,Kalmar Twp.,1
50 to 64,Female,Hispanic,Kasson P-2,1
50 to 64,Female,Hispanic,Rochester W1 P1,1
50 to 64,Female,Hispanic,Rochester W2 P10,1
50 to 64,Female,Hispanic,Rochester W2 P11,2
50 to 64,Female,Hispanic,Rochester W2 P2,1
50 to 64,Female,Hispanic,Rochester W4 P10,2
50 to 64,Female,Hispanic,Rochester W4 P12,3
50 to 64,Female,Hispanic,Rochester W4 P13,1
50 to 64,Female,Hispanic,West Concord,1
50 to 64,Female,White,Ashland Twp.,24
50 to 64,Female,White,Byron,413
50 to 64,Female,White,Canisteo Twp.,65
50 to 64,Female,White,Cascade Twp. P-3,31
50 to 64,Female,White,Claremont,30
50 to 64,Female,White,Claremont Twp.,34
50 to 64,Female,White,Concord Twp.,48
50 to 64,Female,White,Dodge Center P-1,113
50 to 64,Female,White,Dodge Center P-2,30
50 to 64,Female,White,Ellington Twp.,19
50 to 64,Female,White,Hayfield,63
50 to 64,Female,White,Hayfield Twp.,49
50 to 64,Female,White,High Forest Twp.,107
50 to 64,Female,White,Kalmar Twp.,97
50 to 64,Female,White,Kasson P-1,49
50 to 64,Female,White,Kasson P-2,308
50 to 64,Female,White,Kasson P-3,59
50 to 64,Female,White,Mantorville,122
50 to 64,Female,White,Mantorville Twp.,201
50 to 64,Female,White,Milton Twp.,62
50 to 64,Female,White,Ripley Twp.,13
50 to 64,Female,White,Rochester Twp P-1,149
50 to 64,Female,White,Rochester Twp P-2,22
50 to 64,Female,White,Rochester Twp P-3,4
50 to 64,Female,White,Rochester W1 P1,134
50 to 64,Female,White,Rochester W1 P10,70
50 to 64,Female,White,Rochester W1 P11,139
50 to 64,Female,White,Rochester W1 P12,123
50 to 64,Female,White,Rochester W1 P13,154
50 to 64,Female,White,Rochester W1 P14,40
50 to 64,Female,White,Rochester W1 P2,105
50 to 64,Female,White,Rochester W1 P4,109
50 to 64,Female,White,Rochester W1 P5,49
50 to 64,Female,White,Rochester W1 P6,126
50 to 64,Female,White,Rochester W1 P7,118
50 to 64,Female,White,Rochester W1 P8,148
50 to 64,Female,White,Rochester W1 P9,75
50 to 64,Female,White,Rochester W2 P1,116
50 to 64,Female,White,Rochester W2 P10,147
50 to 64,Female,White,Rochester W2 P11,130
50 to 64,Female,White,Rochester W2 P2,69
50 to 64,Female,White,Rochester W2 P3,82
50 to 64,Female,White,Rochester W2 P4,112
50 to 64,Female,White,Rochester W2 P5,89
50 to 64,Female,White,Rochester W2 P6,37
50 to 64,Female,White,Rochester W2 P9,91
50 to 64,Female,White,Rochester W4 P10,45
50 to 64,Female,White,Rochester W4 P11,57
50 to 64,Female,White,Rochester W4 P12,75
50 to 64,Female,White,Rochester W4 P13,67
50 to 64,Female,White,Rochester W4 P8,64
50 to 64,Female,White,Rochester W4 P9,25
50 to 64,Female,White,Rochester W5 P14,53
50 to 64,Female,White,Rock Dell Twp.,58
50 to 64,Female,White,Salem Twp.,103
50 to 64,Female,White,Stewartville,399
50 to 64,Female,White,Vernon Twp.,53
50 to 64,Female,White,Wasioja Twp.,87
50 to 64,Female,White,West Concord,48
50 to 64,Female,White,Westfield Twp.,35
50 to 64,Female,White,Byron,17
50 to 64,Female,White,Canisteo Twp.,1
50 to 64,Female,White,Cascade Twp. P-3,1
50 to 64,Female,White,Claremont,7
50 to 64,Female,White,Claremont Twp.,2
50 to 64,Female,White,Concord Twp.,1
50 to 64,Female,White,Dodge Center P-1,7
50 to 64,Female,White,Dodge Center P-2,6
50 to 64,Female,White,Hayfield,3
50 to 64,Female,White,High Forest Twp.,4
50 to 64,Female,White,Kalmar Twp.,3
50 to 64,Female,White,Kasson P-2,10
50 to 64,Female,White,Kasson P-3,7
50 to 64,Female,White,Mantorville,5
50 to 64,Female,White,Mantorville Twp.,4
50 to 64,Female,White,Milton Twp.,1
50 to 64,Female,White,Ripley Twp.,1
50 to 64,Female,White,Rochester Twp P-1,9
50 to 64,Female,White,Rochester Twp P-2,3
50 to 64,Female,White,Rochester W1 P1,7
50 to 64,Female,White,Rochester W1 P10,5
50 to 64,Female,White,Rochester W1 P11,10
50 to 64,Female,White,Rochester W1 P12,9
50 to 64,Female,White,Rochester W1 P13,10
50 to 64,Female,White,Rochester W1 P14,5
50 to 64,Female,White,Rochester W1 P2,4
50 to 64,Female,White,Rochester W1 P4,7
50 to 64,Female,White,Rochester W1 P5,2
50 to 64,Female,White,Rochester W1 P6,6
50 to 64,Female,White,Rochester W1 P7,9
50 to 64,Female,White,Rochester W1 P8,12
50 to 64,Female,White,Rochester W1 P9,5
50 to 64,Female,White,Rochester W2 P1,8
50 to 64,Female,White,Rochester W2 P10,10
50 to 64,Female,White,Rochester W2 P11,13
50 to 64,Female,White,Rochester W2 P2,13
50 to 64,Female,White,Rochester W2 P3,2
50 to 64,Female,White,Rochester W2 P4,5
50 to 64,Female,White,Rochester W2 P5,8
50 to 64,Female,White,Rochester W2 P6,6
50 to 64,Female,White,Rochester W2 P9,7
50 to 64,Female,White,Rochester W4 P10,7
50 to 64,Female,White,Rochester W4 P11,7
50 to 64,Female,White,Rochester W4 P12,11
50 to 64,Female,White,Rochester W4 P13,2
50 to 64,Female,White,Rochester W4 P8,4
50 to 64,Female,White,Rochester W4 P9,4
50 to 64,Female,White,Rock Dell Twp.,5
50 to 64,Female,White,Salem Twp.,6
50 to 64,Female,White,Stewartville,33
50 to 64,Female,White,Vernon Twp.,2
50 to 64,Female,White,Wasioja Twp.,3
50 to 64,Female,White,West Concord,4
50 to 64,Female,White,Westfield Twp.,2
50 to 64,Female,White,Byron,6
50 to 64,Female,White,Canisteo Twp.,1
50 to 64,Female,White,Cascade Twp. P-3,2
50 to 64,Female,White,Claremont Twp.,2
50 to 64,Female,White,Dodge Center P-1,2
50 to 64,Female,White,Dodge Center P-2,1
50 to 64,Female,White,Hayfield,1
50 to 64,Female,White,High Forest Twp.,1
50 to 64,Female,White,Kalmar Twp.,1
50 to 64,Female,White,Kasson P-2,2
50 to 64,Female,White,Kasson P-3,2
50 to 64,Female,White,Mantorville,2
50 to 64,Female,White,Mantorville Twp.,1
50 to 64,Female,White,Milton Twp.,2
50 to 64,Female,White,Rochester Twp P-1,6
50 to 64,Female,White,Rochester Twp P-2,1
50 to 64,Female,White,Rochester W1 P1,6
50 to 64,Female,White,Rochester W1 P10,2
50 to 64,Female,White,Rochester W1 P11,2
50 to 64,Female,White,Rochester W1 P12,2
50 to 64,Female,White,Rochester W1 P13,6
50 to 64,Female,White,Rochester W1 P14,2
50 to 64,Female,White,Rochester W1 P2,4
50 to 64,Female,White,Rochester W1 P4,6
50 to 64,Female,White,Rochester W1 P5,2
50 to 64,Female,White,Rochester W1 P6,7
50 to 64,Female,White,Rochester W1 P7,7
50 to 64,Female,White,Rochester W1 P8,3
50 to 64,Female,White,Rochester W1 P9,2
50 to 64,Female,White,Rochester W2 P1,4
50 to 64,Female,White,Rochester W2 P10,6
50 to 64,Female,White,Rochester W2 P11,5
50 to 64,Female,White,Rochester W2 P2,4
50 to 64,Female,White,Rochester W2 P3,1
50 to 64,Female,White,Rochester W2 P4,4
50 to 64,Female,White,Rochester W2 P5,4
50 to 64,Female,White,Rochester W2 P6,1
50 to 64,Female,White,Rochester W4 P10,4
50 to 64,Female,White,Rochester W4 P11,6
50 to 64,Female,White,Rochester W4 P12,3
50 to 64,Female,White,Rochester W4 P13,2
50 to 64,Female,White,Rochester W4 P8,4
50 to 64,Female,White,Rochester W4 P9,1
50 to 64,Female,White,Rock Dell Twp.,1
50 to 64,Female,White,Salem Twp.,1
50 to 64,Female,White,Stewartville,10
50 to 64,Female,White,Wasioja Twp.,1
50 to 64,Unknown,Asian,Byron,2
50 to 64,Unknown,Asian,Rochester Twp P-1,4
50 to 64,Unknown,Asian,Rochester W1 P1,3
50 to 64,Unknown,Asian,Rochester W1 P10,1
50 to 64,Unknown,Asian,Rochester W1 P11,2
50 to 64,Unknown,Asian,Rochester W1 P13,6
50 to 64,Unknown,Asian,Rochester W1 P14,1
